Company,TypeName,Inches,OpSys,Weight,Price,width,height,CpuClockSpeed,Memory_space,Gpu_brand,Gpu_model,Cpu_brand,Cpu_series,Cpu_model_number
Dell,Ultrabook,13.3,Windows 10,1.2,77250.672,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
MSI,Gaming,15.6,Windows 10,2.2,63499.104,1920,1080,2.8,128.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
HP,Notebook,15.6,No OS,1.86,19441.872,1366,768,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Toshiba,Notebook,15.6,Windows 10,2.0,56689.92,1920,1080,2.5,500.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,6.2,48964.32,1920,1080,1.8,256.0,AMD,530.0,Intel,Core i7,8550U
Dell,Notebook,15.6,Windows 10,2.2,60472.8,1920,1080,1.8,256.0,AMD,530.0,Intel,Core i7,8550U
Lenovo,Gaming,15.6,Windows 10,3.31,63722.88,1920,1080,2.6,128.0,Nvidia,960.0,Intel,Core i7,6700H
Dell,Gaming,17.3,Windows 10,4.42,167691.8736,3840,2160,2.8,512.0,Nvidia,1070.0,Intel,Core i7,7700H
Dell,Notebook,14.0,Windows 10,1.56,65481.12,1920,1080,2.4,256.0,Intel,520.0,Intel,Core i5,6300U
Lenovo,Notebook,15.6,Windows 10,2.2,22324.32,1366,768,1.1,500.0,Intel,500.0,Intel,Celeron,3350
Lenovo,Notebook,15.6,Windows 10,2.2,28504.8,1920,1080,2.3,500.0,Intel,520.0,Intel,Core i5,6200U
HP,Notebook,15.6,Windows 10,2.04,28717.92,1920,1080,2.0,1.0,AMD,430.0,Intel,Core i3,6006U
MSI,Gaming,17.3,Windows 10,2.7,79215.1056,1920,1080,2.8,128.0,Nvidia,1060.0,Intel,Core i7,7700H
Toshiba,Notebook,15.6,Windows 10,2.1,26533.44,1366,768,2.1,128.0,Intel,520.0,Intel,Core i3,6100U
HP,Notebook,15.6,Windows 10,2.1,39693.6,1920,1080,2.7,1.0,AMD,530.0,Intel,Core i7,7500U
Toshiba,Notebook,15.6,Windows 10,2.0,67026.24,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Acer,Notebook,15.6,Linux,2.1,21951.36,1366,768,2.0,128.0,Intel,520.0,Intel,Core i3,6006U
Microsoft,Ultrabook,13.5,Windows 10 S,1.252,99519.048,2256,1504,2.8,256.0,Intel,640.0,Intel,Core i7,7600U
Lenovo,Notebook,15.6,Windows 10,1.9,43580.376,1920,1080,2.5,128.0,AMD,430.0,Intel,Core i5,7200U
Lenovo,2 in 1 Convertible,13.3,Windows 10,1.3,55091.52,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,35.6,Windows 10,2.2,18594.72,1366,768,2.2,128.0,AMD,650.8931297709923,AMD,unknown,9000
HP,2 in 1 Convertible,14.0,Windows 10,1.63,37242.72,1920,1080,2.4,128.0,Nvidia,650.8931297709923,Intel,Core i3,7100U
MSI,Gaming,15.6,Windows 10,2.4,68944.32,1920,1080,2.8,256.0,Nvidia,1050.0,Intel,Core i7,7700H
Asus,Ultrabook,14.0,Windows 10,1.1,60472.8,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
HP,2 in 1 Convertible,11.6,Chrome OS,1.4,26373.6,1366,768,1.1,64.0,Intel,500.0,Intel,Celeron,3350
LG,Ultrabook,15.6,Windows 10,1.09,122490.72,1920,1080,1.8,512.0,Intel,620.0,Intel,Core i7,8550U
Acer,Gaming,15.6,Windows 10,2.5,69210.72,1920,1080,2.5,256.0,Nvidia,650.8931297709923,Intel,Core i5,7300H
MSI,Gaming,15.6,Windows 10,2.2,53168.112,1920,1080,2.5,256.0,Nvidia,1050.0,Intel,Core i5,7300H
Asus,Notebook,15.6,Windows 10,1.86,22324.32,1366,768,1.1,128.0,Intel,500.0,Intel,Celeron,3350
Dell,Gaming,15.6,Windows 10,3.21,109277.28,1920,1080,2.5,128.0,Nvidia,1060.0,Intel,Core i5,7300H
HP,Notebook,17.3,Windows 10,2.5,37242.72,1920,1080,2.0,256.0,AMD,520.0,Intel,Core i3,6006U
Lenovo,2 in 1 Convertible,13.3,Windows 10,1.19,79866.72,1920,1080,1.8,512.0,Intel,620.0,Intel,Core i7,8550U
Dell,Gaming,15.6,Windows 10,3.49,149916.6,1920,1080,2.9,256.0,Nvidia,1070.0,Intel,Core i7,7820H
HP,Notebook,15.6,Windows 10,1.86,32639.8608,1366,768,2.5,500.0,AMD,520.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,2.2,29073.2976,1366,768,2.0,1.0,AMD,430.0,Intel,Core i3,6006U
HP,Notebook,17.3,Windows 10,2.65,30316.32,1920,1080,2.4,2.0,AMD,440.0,AMD,unknown,9600P
Lenovo,Notebook,15.6,Windows 10,2.1,16943.04,1366,768,1.6,500.0,Intel,510.0,Intel,Celeron,3855U
Acer,Notebook,14.0,Chrome OS,1.45,19980.0,1366,768,1.6,32.0,Intel,510.0,Intel,Celeron,3855U
Lenovo,Notebook,14.0,Windows 10,1.7,37242.72,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
HP,Workstation,17.3,Windows 10,3.14,101657.7072,1920,1080,2.8,500.0,Nvidia,1200.0,Intel,Core i7,7700H
Lenovo,2 in 1 Convertible,14.0,Windows 10,1.42,137995.2,2560,1440,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Toshiba,Notebook,13.3,Windows 10,1.5,51841.44,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Acer,Netbook,11.6,Windows 10,1.4,14332.32,1366,768,1.6,32.0,Intel,650.8931297709923,Intel,Celeron,3050
Lenovo,2 in 1 Convertible,14.0,Windows 10,1.38,93186.72,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Asus,2 in 1 Convertible,12.5,Chrome OS,1.2,35644.32,1920,1080,0.9,64.0,Intel,515.0,Intel,unknown,7200U
Toshiba,Ultrabook,13.3,Windows 10,1.36,100006.56,1920,1080,2.5,512.0,Intel,520.0,Intel,Core i7,6500U
Dell,Gaming,15.6,Windows 10,2.56,43636.32,1920,1080,2.5,1.0,Nvidia,1050.0,Intel,Core i5,7300H
Lenovo,Notebook,15.6,Windows 10,2.2,21258.72,1920,1080,2.9,256.0,AMD,530.0,AMD,A9-Series,9420
Lenovo,Notebook,15.6,Windows 10,2.2,22857.12,1366,768,3.6,1.0,AMD,7.0,AMD,unknown,9720P
Lenovo,Notebook,15.6,Windows 10,2.1,33110.856,1920,1080,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,15.6,No OS,1.9,23976.0,1366,768,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Dell,Notebook,15.6,Windows 10,2.18,42357.6,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Acer,2 in 1 Convertible,13.3,Windows 10,1.6,53226.72,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
Lenovo,Workstation,15.6,Windows 7,2.18,98834.4,1920,1080,2.5,512.0,Nvidia,650.8931297709923,Intel,Core i7,6500U
Lenovo,Notebook,14.0,Windows 10,1.8,63456.48,1920,1080,2.3,256.0,Intel,520.0,Intel,Core i5,6300H
HP,Notebook,17.3,Windows 10,2.71,34898.9328,1920,1080,2.5,2.0,AMD,530.0,AMD,unknown,9620P
Lenovo,Gaming,15.6,Windows 10,2.5,66546.72,1920,1080,2.8,128.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Dell,Notebook,14.0,Linux,1.64,58021.92,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i5,7440H
Dell,Notebook,15.6,Linux,1.98,38681.28,1920,1080,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Asus,Notebook,14.0,Windows 10,1.5,15877.44,1920,1080,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Dell,Notebook,15.6,Windows 10,1.93,76012.4448,1920,1080,2.6,512.0,Intel,620.0,Intel,Core i5,7300U
Lenovo,Notebook,14.0,Windows 10,1.87,45664.6896,1920,1080,2.5,256.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,1.9,62817.12,1920,1080,2.6,256.0,Intel,620.0,Intel,Core i5,7300U
Lenovo,Notebook,15.6,Windows 10,2.19,15877.44,1366,768,2.0,500.0,AMD,4.0,AMD,A6-Series,7310
Mediacom,Notebook,14.0,Windows 10,1.4,14119.2,1920,1200,1.92,32.0,Intel,400.0,Intel,Atom,8350
HP,Notebook,17.3,Windows 10,2.63,63936.0,1920,1080,2.7,256.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Lenovo,Ultrabook,14.0,Windows 10,1.17,89864.1792,2560,1440,2.5,512.0,Intel,520.0,Intel,Core i7,6500U
HP,2 in 1 Convertible,13.3,Windows 10,1.58,44574.048,1366,768,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Ultrabook,14.0,Windows 10,1.32,79866.72,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Gaming,17.3,Windows 10,4.36,194972.832,3840,2160,2.8,1.0,Nvidia,1070.0,Intel,Core i7,7700H
MSI,Gaming,17.3,Windows 10,2.7,71847.0144,1920,1080,2.8,128.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Lenovo,Notebook,15.6,No OS,1.9,26101.872,1366,768,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Dell,2 in 1 Convertible,13.3,Windows 10,1.71,34578.72,1920,1080,2.4,1.0,Intel,620.0,Intel,Core i3,7100U
Dell,Notebook,15.6,Linux,2.32,31409.6256,1366,768,2.5,1.0,AMD,445.0,Intel,Core i5,7200U
HP,Notebook,15.6,Windows 10,2.1,26053.92,1920,1080,3.0,1.0,AMD,520.0,AMD,A9-Series,9420
Acer,Gaming,17.3,Windows 10,4.2,103096.8,1920,1080,2.6,128.0,Nvidia,1060.0,Intel,Core i7,6700H
Dell,Notebook,15.6,Windows 10,2.25,34578.72,1366,768,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
HP,Notebook,15.6,Windows 10,2.1,34632.0,1920,1080,3.0,128.0,AMD,520.0,AMD,A9-Series,9420
Acer,Notebook,15.6,Windows 10,2.4,29783.52,1366,768,2.5,500.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,13.3,Windows 10,1.44,51148.8,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,15.6,Windows 10,1.85,41505.12,1920,1080,2.7,1.0,Intel,620.0,Intel,Core i7,7500U
HP,Workstation,15.6,Windows 10,2.6,128884.32,1920,1080,2.8,256.0,Nvidia,2200.0,Intel,Core i7,7700H
Dell,2 in 1 Convertible,13.3,Windows 10,1.55,35111.52,1920,1080,1.6,1.0,Intel,620.0,Intel,Core i5,8250U
MSI,Gaming,15.6,Windows 10,1.8,111593.8944,1920,1080,2.8,256.0,Nvidia,1060.0,Intel,Core i7,7700H
Acer,Notebook,15.6,Windows 10,2.4,21887.424,1366,768,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Dell,Notebook,15.6,Windows 10,2.0,64308.96,1920,1080,2.7,128.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Dell,Notebook,15.6,Windows 10,2.0,35431.2,1366,768,2.0,256.0,Intel,520.0,Intel,Core i3,6006U
Toshiba,Notebook,14.0,Windows 10,1.25,81784.8,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,2 in 1 Convertible,14.0,Windows 10,1.7,53226.72,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Workstation,15.6,Windows 10,2.5,175770.72,3840,2160,2.8,1.0,Nvidia,650.8931297709923,Intel,Core i7,7600U
Acer,Notebook,14.0,Chrome OS,1.68,17582.4,1366,768,1.6,32.0,Intel,400.0,Intel,Celeron,3060
Samsung,Ultrabook,13.3,Windows 10,0.81,87858.72,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Dell,Notebook,14.0,Windows 10,1.6,60031.1088,1366,768,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
HP,Workstation,17.3,Windows 7,3.0,233845.92,1920,1080,2.9,256.0,Nvidia,650.8931297709923,Intel,unknown,1535M
Lenovo,Netbook,11.6,Windows 10,1.4,25308.0,1366,768,1.6,128.0,Intel,400.0,Intel,Celeron,3060
HP,Notebook,15.6,Windows 10,1.84,101232.0,1920,1080,2.4,256.0,Intel,520.0,Intel,Core i5,6300U
Asus,Notebook,15.6,No OS,2.45,30849.12,1366,768,2.3,1.0,Nvidia,650.8931297709923,Intel,Core i5,6300H
Asus,Notebook,15.6,Windows 10,2.37,45282.672,1366,768,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,2 in 1 Convertible,13.3,Windows 10,1.3,63882.72,3200,1800,1.8,256.0,Intel,540.0,Intel,Core i5,6260U
HP,Notebook,15.6,Windows 10,2.2,58554.72,1920,1080,2.5,128.0,Nvidia,1050.0,Intel,Core i5,7300H
HP,Workstation,15.6,Windows 7,2.59,83170.08,1920,1080,2.6,256.0,Nvidia,650.8931297709923,Intel,Core i7,6700H
Dell,Gaming,15.6,Windows 10,4.42,152859.7872,3840,2160,2.8,256.0,Nvidia,1070.0,Intel,Core i7,7700H
Acer,Notebook,15.6,Windows 10,2.1,31914.72,1366,768,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Gaming,15.6,Windows 10,2.5,55837.44,1920,1080,2.8,128.0,Nvidia,1050.0,Intel,Core i7,7700H
Dell,Ultrabook,12.5,Windows 10,1.18,99047.52,1920,1080,2.8,256.0,Intel,620.0,Intel,Core i7,7600U
Google,Ultrabook,12.3,Chrome OS,1.1,83063.52,2400,1600,1.2,256.0,Intel,615.0,Intel,Core i5,7200U
Asus,Ultrabook,13.3,Windows 10,1.2,60153.12,3200,1800,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,13.3,Windows 10,1.65,45234.72,1366,768,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Acer,Notebook,13.3,Windows 10,1.6,34898.4,1366,768,2.3,128.0,Intel,520.0,Intel,Core i5,6200U
Asus,Notebook,17.3,Windows 10,2.8,25059.7152,1366,768,1.1,1.0,Nvidia,650.8931297709923,Intel,Pentium,4200
Dell,Gaming,15.6,Windows 10,2.72,58554.72,3840,2160,2.6,128.0,Nvidia,650.8931297709923,Intel,Core i7,6700H
Samsung,Ultrabook,13.3,Windows 10,1.31,85194.72,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Acer,Notebook,15.6,Linux,2.1,15877.44,1366,768,1.1,1.0,Intel,505.0,Intel,Pentium,4200
Dell,Notebook,15.6,Windows 10,2.3,62938.0656,1920,1080,2.7,226.9605792437651,AMD,445.0,Intel,Core i7,7500U
Samsung,2 in 1 Convertible,15.0,Windows 10,1.71,95850.72,1920,1080,2.7,256.0,AMD,540.0,Intel,Core i7,7500U
Toshiba,Notebook,14.0,Windows 10,1.75,54345.6,1366,768,2.3,128.0,Intel,520.0,Intel,Core i5,6200U
Dell,Gaming,15.6,Windows 10,2.62,58554.72,1920,1080,2.8,1.0,Nvidia,1050.0,Intel,Core i7,7700H
Asus,2 in 1 Convertible,15.6,Windows 10,2.3,44701.92,1920,1080,2.7,2.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Lenovo,Notebook,15.6,Windows 7,2.5,126273.6,3840,2160,2.7,512.0,Nvidia,650.8931297709923,Intel,Core i7,6820H
Acer,Notebook,14.0,Windows 10,1.8,33886.08,1920,1080,2.4,128.0,Intel,620.0,Intel,Core i3,7100U
Razer,Gaming,14.0,Windows 10,1.95,154458.72,1920,1080,2.8,512.0,Nvidia,1060.0,Intel,Core i7,7700H
Asus,Notebook,15.6,Windows 10,2.0,31003.632,1920,1080,1.1,128.0,Intel,505.0,Intel,Pentium,4200
Dell,Gaming,17.3,Windows 10,4.42,191211.264,1920,1080,2.8,1.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Asus,Gaming,17.3,Windows 10,4.3,125208.0,1920,1080,2.6,256.0,Nvidia,1070.0,Intel,Core i7,6700H
Toshiba,Ultrabook,14.0,Windows 10,1.47,93985.92,1920,1080,2.6,512.0,Nvidia,650.8931297709923,Intel,Core i7,6600U
Lenovo,Notebook,15.6,No OS,2.2,17529.12,1366,768,1.6,1.0,Intel,405.0,Intel,Celeron,3710
Lenovo,Ultrabook,14.0,Windows 10,1.7,122490.72,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
MSI,Gaming,14.0,Windows 10,1.6,100752.48,1920,1080,2.8,256.0,Nvidia,1060.0,Intel,Core i7,7700H
MSI,Gaming,15.6,Windows 10,2.2,58021.92,1920,1080,2.5,128.0,Nvidia,1050.0,Intel,Core i5,7300H
Lenovo,Gaming,15.6,Windows 10,2.4,53226.72,1920,1080,2.8,1.0,Nvidia,1050.0,Intel,Core i7,7700H
Acer,Gaming,17.3,Windows 10,4.2,122490.72,1920,1080,2.8,256.0,Nvidia,1060.0,Intel,Core i7,7700H
Dell,Gaming,15.6,Windows 10,2.62,52480.8,1920,1080,2.5,256.0,Nvidia,1050.0,Intel,Core i5,7300H
Asus,Gaming,15.6,Windows 10,2.24,71341.92,1920,1080,2.8,128.0,Nvidia,1060.0,Intel,Core i7,7700H
Vero,Notebook,14.0,Windows 10,1.22,10810.512,1920,1080,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Lenovo,2 in 1 Convertible,13.3,Windows 10,1.37,104961.6,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,2 in 1 Convertible,15.6,Windows 10,2.08,51095.52,1920,1080,2.5,256.0,AMD,460.0,Intel,Core i5,7200U
Apple,Ultrabook,12.0,Mac OS X,0.92,62071.2,2304,1440,1.2,512.0,Intel,5300.0,Intel,unknown,7200U
Lenovo,2 in 1 Convertible,14.0,Windows 10,1.42,124142.4,2560,1440,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Asus,Notebook,14.0,Windows 10,1.63,15930.72,1366,768,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Dell,Notebook,15.6,Windows 10,1.95,43156.8,1366,768,2.5,128.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,2 in 1 Convertible,13.9,Windows 10,1.38,71874.72,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Dell,Notebook,15.6,Windows 10,2.0,39373.92,1920,1080,2.0,256.0,AMD,650.8931297709923,Intel,Core i3,6006U
HP,Workstation,15.6,Windows 10,3.14,110017.872,1920,1080,2.8,256.0,Nvidia,2200.0,Intel,Core i7,7700H
Asus,Notebook,15.6,Windows 10,2.37,58554.72,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Ultrabook,13.3,Windows 10,1.29,79866.72,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,2.06,93186.72,3840,2160,2.5,256.0,Nvidia,1050.0,Intel,Core i5,7300H
Dell,Netbook,11.6,Windows 10,1.63,39640.32,1366,768,1.1,128.0,Intel,505.0,Intel,Pentium,4200
HP,Netbook,12.5,Windows 10,1.26,74005.92,1366,768,2.6,256.0,Intel,620.0,Intel,Core i5,7300U
Toshiba,Notebook,15.6,Windows 10,2.1,41558.4,1366,768,2.3,500.0,Intel,520.0,Intel,Core i5,6200U
HP,Notebook,15.6,Windows 10,2.04,33513.12,1366,768,2.5,2.0,AMD,650.8931297709923,AMD,unknown,9700P
Dell,Gaming,15.6,Windows 10,2.62,89457.12,3840,2160,2.8,512.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Lenovo,Notebook,15.6,Windows 10,2.4,32447.52,1920,1080,2.5,1.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
HP,Gaming,17.3,Windows 10,3.74,93186.72,1920,1080,2.8,1.0,AMD,580.0,Intel,Core i7,7700H
MSI,Gaming,17.3,Windows 10,2.9,128671.2,1920,1080,2.8,512.0,Nvidia,1070.0,Intel,Core i7,7700H
Samsung,Ultrabook,13.3,Windows 10,0.81,79866.72,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,1.98,51202.08,1920,1080,2.7,1.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Dell,Notebook,15.6,Windows 10,2.18,42081.0768,1920,1080,2.5,256.0,AMD,420.0,Intel,Core i5,7200U
Lenovo,Ultrabook,14.0,Windows 10,1.32,99047.52,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Razer,Ultrabook,12.5,Windows 10,1.29,95850.72,3840,2160,2.5,512.0,Intel,620.0,Intel,Core i7,7500U
HP,Netbook,11.6,Chrome OS,1.23,20512.8,1366,768,1.6,16.0,Intel,400.0,Intel,Celeron,3060
Dell,Gaming,17.3,Windows 10,4.36,133467.4656,1920,1080,2.8,128.0,Nvidia,1060.0,Intel,Core i7,7700H
Dell,Notebook,14.0,Windows 10,1.76,40226.4,1366,768,2.3,500.0,Intel,520.0,Intel,Core i5,6200U
Lenovo,Notebook,15.6,Windows 10,2.1,26101.872,1366,768,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Toshiba,Ultrabook,14.0,Windows 10,1.25,58075.2,1366,768,2.5,128.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Ultrabook,14.0,Windows 10,1.13,133146.72,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
MSI,Gaming,15.6,Windows 10,2.4,63882.72,1920,1080,2.5,256.0,Nvidia,1050.0,Intel,Core i5,7300H
Lenovo,Ultrabook,14.0,Windows 10,1.13,99900.0,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Toshiba,Notebook,14.0,Windows 10,1.75,26586.72,1366,768,2.1,128.0,Intel,510.0,Intel,Pentium,4405U
Asus,2 in 1 Convertible,13.3,Windows 10,1.1,72354.24,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,14.0,Windows 10,1.76,31168.8,1366,768,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Acer,Netbook,11.6,Chrome OS,1.35,18914.4,1366,768,1.6,32.0,Intel,400.0,Intel,Celeron,3060
Acer,Notebook,14.0,Windows 10,1.5,32980.32,1920,1080,2.4,128.0,Intel,620.0,Intel,Core i3,7100U
Razer,Gaming,17.3,Windows 10,3.49,292986.72,3840,2160,2.9,512.0,Nvidia,1080.0,Intel,Core i7,7820H
Lenovo,Ultrabook,14.0,Windows 10,1.1,111834.72,2560,1440,2.6,512.0,Intel,520.0,Intel,Core i7,6600U
Asus,Notebook,15.6,Linux,2.1,27652.32,1920,1080,2.5,1.0,Nvidia,920.0,Intel,Core i5,7200U
Lenovo,Notebook,14.0,Windows 10,1.7,63190.08,1920,1080,2.3,256.0,Intel,520.0,Intel,Core i5,6200U
Lenovo,Notebook,14.0,Windows 10,1.32,87912.0,1920,1080,2.6,256.0,Intel,620.0,Intel,Core i5,7300U
Dell,Gaming,15.6,Windows 10,3.21,147832.2864,1920,1080,2.8,256.0,Nvidia,1070.0,Intel,Core i7,7700H
Asus,Gaming,17.3,Windows 10,2.9,128884.32,1920,1080,2.8,256.0,Nvidia,1070.0,Intel,Core i7,7700H
Toshiba,Notebook,15.6,Windows 10,2.0,35644.32,1366,768,2.4,500.0,Intel,620.0,Intel,Core i3,7100U
Lenovo,Notebook,14.0,Chrome OS,1.5,17316.0,1366,768,1.6,16.0,Intel,400.0,Intel,Celeron,3160
Asus,Notebook,15.6,Windows 10,2.3,31435.2,1920,1080,2.5,128.0,Intel,620.0,Intel,Core i5,7200U
Asus,Gaming,17.3,Windows 10,2.73,95850.72,1920,1080,2.6,512.0,Nvidia,1060.0,Intel,Core i7,6700H
Dell,Gaming,17.3,Windows 10,4.42,163723.5792,1920,1080,2.8,512.0,Nvidia,1070.0,Intel,Core i7,7700H
HP,Notebook,17.3,Windows 10,2.63,48484.8,1600,900,2.5,1.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,2.18,38041.3872,1366,768,2.5,128.0,Intel,620.0,Intel,Core i5,7200U
HP,Ultrabook,14.0,Windows 7,1.54,99633.6,1920,1080,2.5,512.0,Intel,520.0,Intel,Core i7,6500U
Dell,Notebook,15.6,Windows 10,2.18,39373.92,1920,1080,2.7,256.0,AMD,420.0,Intel,Core i7,7500U
HP,2 in 1 Convertible,11.6,Chrome OS,1.4,32767.2,1366,768,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Asus,Ultrabook,13.3,Windows 10,1.45,54665.28,1920,1080,2.3,512.0,Nvidia,650.8931297709923,Intel,Core i5,6200U
HP,2 in 1 Convertible,13.3,Windows 10,1.28,121318.56,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
HP,Ultrabook,14.0,Windows 10,1.54,78215.04,1920,1080,2.5,512.0,Intel,520.0,Intel,Core i7,6500U
HP,Notebook,15.6,No OS,1.86,15930.72,1366,768,1.6,128.0,Intel,400.0,Intel,Celeron,3060
Asus,Gaming,15.6,Windows 10,2.1,101178.72,1920,1080,2.8,128.0,Nvidia,1060.0,Intel,Core i7,7700H
Dell,Notebook,17.3,Linux,2.83,46087.2,1920,1080,2.7,1.0,AMD,445.0,Intel,Core i7,7500U
Lenovo,Ultrabook,14.0,Windows 10,1.96,101391.84,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Asus,Notebook,15.6,Windows 10,2.3,41931.36,1920,1080,2.7,256.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Dell,Notebook,15.6,Windows 10,1.9,50349.6,1920,1080,2.5,128.0,Intel,620.0,Intel,Core i5,7200U
Asus,Notebook,15.6,Windows 10,2.0,23922.72,1366,768,1.1,1.0,Intel,505.0,Intel,Pentium,4200
HP,2 in 1 Convertible,13.3,Windows 10,1.28,136343.52,1920,1080,2.8,256.0,Intel,620.0,Intel,Core i7,7600U
Dell,Notebook,13.3,Windows 10,1.62,34578.72,1920,1080,2.3,1.0,Intel,520.0,Intel,Core i5,6200U
Lenovo,Notebook,15.6,No OS,2.2,24988.32,1920,1080,2.0,1.0,Intel,520.0,Intel,Core i3,6006U
Lenovo,Notebook,15.6,Windows 10,2.3,45323.1648,1920,1080,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
HP,Notebook,15.6,Windows 10,1.84,71874.72,1920,1080,2.6,256.0,AMD,465.0,Intel,Core i5,7300U
Toshiba,Notebook,13.3,Windows 10,1.05,68464.8,1920,1080,2.5,128.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Gaming,15.6,No OS,2.5,54185.76,1920,1080,2.5,1.0,Nvidia,1050.0,Intel,Core i5,7300H
Dell,Ultrabook,13.3,Windows 10,1.29,119347.2,3200,1800,2.5,512.0,Intel,640.0,Intel,Core i7,7660U
HP,Notebook,15.6,Windows 10,2.07,48484.8,1920,1080,2.3,500.0,Intel,520.0,Intel,Core i5,6200U
Toshiba,Ultrabook,13.3,Windows 10,1.2,58341.6,1366,768,2.3,256.0,Intel,520.0,Intel,Core i5,6200U
Lenovo,2 in 1 Convertible,13.3,Windows 10,1.37,103896.0,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Acer,Notebook,14.0,Windows 10,1.56,48058.56,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Workstation,15.6,Windows 10,2.23,94731.84,1920,1080,2.8,1.0,Nvidia,620.0,Intel,Core i7,7700H
